kreis_name,0
Kreis 4,10568
Kreis 3,9150
Kreis 11,8023
Kreis 10,6394
Kreis 2,6222
Kreis 9,6139
Kreis 1,5736
Kreis 7,5714
Kreis 6,5110
Kreis 5,3791
Kreis 8,2996
Kreis 12,2763
